ISO3,VACCINE_NAME,PRODUCT_NAME,COMPANY_NAME,AUTHORIZATION_DATE,START_DATE,END_DATE,COMMENT,DATA_SOURCE
JAM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-16,2021-08-21,,,REPORTING
TJK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-10-06,,,REPORTING
NIC,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-31,2021-10-13,,,REPORTING
NAM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-07-09,,,,REPORTING
SWZ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
TZA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-24,,,,REPORTING
CUW,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-24,,,REPORTING
SLV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-17,2021-03-23,,,REPORTING
BES,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-22,,,REPORTING
SRB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
ARG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-09-16,,,REPORTING
GUF,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-13,,,REPORTING
CMR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-19,,,,REPORTING
GAB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
KEN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
CPV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-19,2021-03-18,,,REPORTING
SDN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-20,2021-03-09,,,REPORTING
AFG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
SGP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-14,2020-12-30,,,REPORTING
NCL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-29,2021-01-20,,,REPORTING
NZL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-03,2021-02-19,,,REPORTING
GUM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2021-01-04,,,REPORTING
BEN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
CIV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-15,,,,REPORTING
SGP,Moderna - Spikevax,Spikevax,Moderna,2021-02-03,2021-03-17,,,REPORTING
WLF,Moderna - Spikevax,Spikevax,Moderna,2021-01-06,2021-03-19,,,REPORTING
CPV,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
KEN,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
HND,Moderna - Spikevax,Spikevax,Moderna,2021-02-17,2021-02-22,,,REPORTING
GTM,Moderna - Spikevax,Spikevax,Moderna,2021-02-25,2021-02-25,,,REPORTING
IDN,Moderna - Spikevax,Spikevax,Moderna,2021-07-01,2021-07-25,,,REPORTING
AND,Moderna - Spikevax,Spikevax,Moderna,,2021-07-14,,,REPORTING
UKR,Moderna - Spikevax,Spikevax,Moderna,,2021-07-21,,,REPORTING
COL,Moderna - Spikevax,Spikevax,Moderna,2021-06-25,2021-07-27,,,REPORTING
SUR,Moderna - Spikevax,Spikevax,Moderna,2021-07-14,2021-07-27,,,REPORTING
BGD,Moderna - Spikevax,Spikevax,Moderna,2021-06-27,2021-07-13,,,REPORTING
LKA,Moderna - Spikevax,Spikevax,Moderna,2021-06-28,2021-07-18,,,REPORTING
MDV,Moderna - Spikevax,Spikevax,Moderna,2021-06-06,,,,REPORTING
MNG,Moderna - Spikevax,Spikevax,Moderna,2021-01-10,,,,REPORTING
NOR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
BTN,Moderna - Spikevax,Spikevax,Moderna,2021-06-22,2021-07-20,,,REPORTING
KOR,Moderna - Spikevax,Spikevax,Moderna,2021-05-21,2021-06-01,,,REPORTING
BRN,Moderna - Spikevax,Spikevax,Moderna,2021-04-09,2021-06-21,,,REPORTING
PHL,Moderna - Spikevax,Spikevax,Moderna,2021-05-05,2021-07-01,,,REPORTING
JOR,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
KWT,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
PAK,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ASM,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2020-12-23,,,REPORTING
GUM,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-29,,,REPORTING
SAU,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
LIE,Moderna - Spikevax,Spikevax,Moderna,,2021-02-10,,,REPORTING
MLT,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
CHE,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
IND,Moderna - Spikevax,Spikevax,Moderna,2021-06-29,,,,REPORTING
PRY,Moderna - Spikevax,Spikevax,Moderna,2020-12-29,2021-06-09,,,REPORTING
GLP,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
BWA,Moderna - Spikevax,Spikevax,Moderna,2021-04-16,2021-03-26,,,REPORTING
MHL,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2020-12-29,,,REPORTING
FSM,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-13,,,REPORTING
CUW,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
PRI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
GUY,Moderna - Spikevax,Spikevax,Moderna,,2021-07-03,,,REPORTING
TJK,Moderna - Spikevax,Spikevax,Moderna,,2021-07-28,,,REPORTING
UZB,Moderna - Spikevax,Spikevax,Moderna,,2021-07-28,,,REPORTING
ARG,Moderna - Spikevax,Spikevax,Moderna,2021-07-23,2021-08-02,,,REPORTING
RWA,Moderna - Spikevax,Spikevax,Moderna,2021-07-29,,,,REPORTING
LBY,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
JPN,Moderna - Spikevax,Spikevax,Moderna,2021-05-21,2021-05-24,,,REPORTING
PLW,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-03,,,REPORTING
SXM,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
BES,Moderna - Spikevax,Spikevax,Moderna,,2021-02-22,,,REPORTING
LVA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
CYP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
HRV,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
IRL,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
ROU,Moderna - Spikevax,Spikevax,Moderna,,2021-02-03,,,REPORTING
CZE,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
SWE,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
PRT,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
DEU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
POL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
ITA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
NLD,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
PSE,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
BEL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
ISL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LUX,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
FRA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
ESP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
FJI,Moderna - Spikevax,Spikevax,Moderna,2021-09-01,,,,REPORTING
VNM,Moderna - Spikevax,Spikevax,Moderna,2021-06-28,2021-07-01,,,REPORTING
HTI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
SLV,Moderna - Spikevax,Spikevax,Moderna,2021-06-03,2021-08-02,,,REPORTING
CAN,Moderna - Spikevax,Spikevax,Moderna,2020-12-23,,,,REPORTING
USA,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2020-12-21,,,REPORTING
HUN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
GBR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-11,,,REPORTING
MEX,Moderna - Spikevax,Spikevax,Moderna,2021-08-17,2021-08-25,,,REPORTING
TUN,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
BHR,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
THA,Moderna - Spikevax,Spikevax,Moderna,2021-05-13,2021-11-08,,,REPORTING
GRC,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
LTU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
BGR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
DNK,Moderna - Spikevax,Spikevax,Moderna,,2020-12-16,,,REPORTING
FIN,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
SVN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
KHM,Moderna - Spikevax,Spikevax,Moderna,2021-08-02,2021-12-16,,,REPORTING
MYS,Moderna - Spikevax,Spikevax,Moderna,2021-08-05,,,,REPORTING
COG,Moderna - Spikevax,Spikevax,Moderna,2021-03-03,2021-03-23,,,REPORTING
EST,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
AUT,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
SVK,Moderna - Spikevax,Spikevax,Moderna,,2021-01-27,,,REPORTING
SRB,Moderna - Spikevax,Spikevax,Moderna,,2021-11-10,,,REPORTING
MDA,Moderna - Spikevax,Spikevax,Moderna,,2021-12-08,,,REPORTING
NPL,Moderna - Spikevax,Spikevax,Moderna,2021-09-15,2021-12-19,,,REPORTING
KGZ,Moderna - Spikevax,Spikevax,Moderna,,2021-12-15,,,REPORTING
BOL,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
AUS,Moderna - Spikevax,Spikevax,Moderna,2021-08-09,2021-09-20,,,REPORTING
QAT,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ISR,Moderna - Spikevax,Spikevax,Moderna,,2021-03-03,,,REPORTING
MNP,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-12,,,REPORTING
GUF,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ARM,Moderna - Spikevax,Spikevax,Moderna,,2021-10-06,,,REPORTING
UGA,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
TKM,SRCVB - EpiVacCorona,EpiVacCorona,State Research Center of Virology & Biotechnology,,2021-02-24,,,REPORTING
PRY,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-01-03,2021-04-10,,,REPORTING
BWA,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-04-16,,,,REPORTING
NPL,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-03-19,,,,REPORTING
ZWE,Bharat - Covaxin,Covaxin,Bharat Biotech,,2021-02-18,,,REPORTING
ETH,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-03-03,2021-03-13,,,REPORTING
COM,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-02-01,2021-04-10,,,REPORTING
MUS,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-03-18,,,,REPORTING
IRN,Bharat - Covaxin,Covaxin,Bharat Biotech,,,,,REPORTING
CAF,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-02-26,2021-03-19,,,REPORTING
PHL,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-04-19,,,,REPORTING
PAK,Bharat - Covaxin,Covaxin,Bharat Biotech,,,,,REPORTING
IND,Bharat - Covaxin,Covaxin,Bharat Biotech,2021-01-03,2021-01-16,,,REPORTING
BRB,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-10-15,,,REPORTING
BEN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
BFA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-20,,,,REPORTING
BWA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-26,,,,REPORTING
CIV,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-01-15,,,,REPORTING
CMR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-22,,,,REPORTING
LTU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
LVA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-07,,,REPORTING
SVN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
ROU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-05,,,REPORTING
BLZ,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-09-01,,,REPORTING
DEU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
FRA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
GRC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-01-06,,,REPORTING
CYP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
ESP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
PLW,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-03-21,,,REPORTING
EGY,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
PNG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-21,2021-08-28,,,REPORTING
TTO,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-10-23,,,REPORTING
YEM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ATG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-08-27,2021-09-06,,,REPORTING
PSE,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
QAT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
TUN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
COL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-25,2021-06-23,,,REPORTING
BGD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-15,,,,REPORTING
MDV,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-06,,,,REPORTING
KOR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-04-07,2021-06-10,,,REPORTING
BRN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
DNK,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-01-06,,,REPORTING
MEX,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-05-27,2021-06-16,,,REPORTING
DJI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
KWT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
FSM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-04-09,,,REPORTING
UKR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-19,,,REPORTING
FIN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-23,,,REPORTING
MLT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-24,,,REPORTING
NZL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-07,,,,REPORTING
PHL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-04-19,2021-07-19,,,REPORTING
PYF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-25,2021-05-03,,,REPORTING
SAU,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
HND,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-22,,,REPORTING
ASM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-03-16,,,REPORTING
GUM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-03-15,,,REPORTING
MHL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-04-08,,,REPORTING
SOM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
JAM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-13,2021-07-14,,,REPORTING
VGB,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
IND,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-08-05,,,,REPORTING
KHM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-21,2021-08-01,,,REPORTING
MDA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-26,,,REPORTING
HTI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
USA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-03-01,,,REPORTING
JOR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
PRI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ZAF,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-17,,,REPORTING
SDN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ABW,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NPL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-30,2021-07-19,,,REPORTING
AFG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SYR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
LAO,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-23,2021-07-25,,,REPORTING
BOL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
AUS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-25,,,,REPORTING
MYS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-15,,,,REPORTING
VUT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-12-22,2022-01-28,,,REPORTING
MAR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
BRA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-06-23,,,REPORTING
SVK,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-06-16,,,REPORTING
NCL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
IDN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-09-07,2021-10-28,,,REPORTING
SEN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-20,,,,REPORTING
CHE,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-23,,,REPORTING
GRD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-11-12,,,REPORTING
GLP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SSD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
SWZ,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
TZA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-20,2021-07-28,,,REPORTING
UGA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
ZMB,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NIC,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-25,2021-10-08,,,REPORTING
CZE,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-03-03,,,REPORTING
BHS,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
CAN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
MWI,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
NAM,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-08-02,,,,REPORTING
RWA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-06-11,,,,REPORTING
HUN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-05,,,REPORTING
NLD,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-21,,,REPORTING
PRT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-23,,,REPORTING
AUT,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-24,,,REPORTING
ITA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-01-06,,,REPORTING
HRV,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-03,,,REPORTING
BEL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
BGR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-05-12,,,REPORTING
EST,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
ISL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-28,,,REPORTING
NOR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-03-03,,,REPORTING
POL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-02-03,,,REPORTING
THA,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-25,,,,REPORTING
LBY,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
LUX,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2021-04-14,,,REPORTING
GIN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-03-22,2021-03-05,,,REPORTING
MNP,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-02-27,2021-03-19,,,REPORTING
IRL,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,2020-12-30,,,REPORTING
ETH,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
KEN,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
LSO,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-07,,,,REPORTING
MDG,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-21,,,,REPORTING
MOZ,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,2021-07-26,,,,REPORTING
BHR,Janssen - Ad26.COV 2-S,Ad26.COV 2-S,Janssen Pharmaceuticals,,,,,REPORTING
KHM,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-12,2021-04-01,,,REPORTING
CHN,Sinovac - CoronaVac,Coronavac,Sinovac,2020-07-22,2020-07-22,,,REPORTING
DZA,Sinovac - CoronaVac,Coronavac,Sinovac,2021-03-31,,,,REPORTING
URY,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-18,2021-02-27,,,REPORTING
SLV,Sinovac - CoronaVac,Coronavac,Sinovac,2021-03-09,2021-03-28,,,REPORTING
PRY,Sinovac - CoronaVac,Coronavac,Sinovac,2021-02-06,2021-03-10,,,REPORTING
SDN,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
MDA,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-05-12,,,REPORTING
KAZ,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-05-05,,,REPORTING
MKD,Sinovac - CoronaVac,Coronavac,Sinovac,,2021-06-16,,,REPORTING
PSE,Sinovac - CoronaVac,Coronavac,Sinovac,,,,,REPORTING
BGD,Sinovac - CoronaVac,Coronavac,Sinovac,2021-06-06,2021-12-11,,,REPORTING
IDN,Sinovac - CoronaVac,Coronavac,Sinovac,2021-01-11,2021-01-13,,,REPORTING
